drug_id,compound_name_source,dili_category,scaffold_id,model,mean_probability,minimum_probability,negative_repeats,sensitivity_negative_repeats,repeats,mean_youden_threshold,mean_sensitivity_threshold,convergence_warnings,youden_false_negative_persistence,sensitivity_false_negative_persistence,curation_flags,review_status,resolution_method,identity_adjudication,active_moiety_adjudication,training_context,therapeutic_class
LT00144,Stavudine,vMost-DILI-concern,scaffold:O=c1ccn(C2C=CCO2)c(=O)[nH]1,A,0.6540778345807522,0.6254107539144743,4,2,5,0.6868910095712608,0.6471960973162705,0,0.8,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01615,Nortriptyline hydrochloride,vMost-DILI-concern,scaffold:C=C1c2ccccc2CCc2ccccc21,B,0.6618658101380814,0.5679502997295865,4,2,5,0.7137814888811176,0.6621492807023371,0,0.8,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00234,Isotretinoin,vMost-DILI-concern,scaffold:C1=CCCCC1,B,0.6699392772224521,0.630168232148235,4,3,5,0.6728868350028915,0.6571559447158475,0,0.8,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00634,Terbinafine hydrochloride,vMost-DILI-concern,scaffold:c1ccc2ccccc2c1,A,0.6741980376407343,0.6364775820969322,4,1,5,0.708721715604179,0.6454416633971063,0,0.8,0.2,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00640,Maraviroc,vMost-DILI-concern,scaffold:O=C(NC(CCN1C2CCC1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,A,0.6793503469922779,0.6479029957131788,4,0,5,0.6958682663317849,0.6450919395717947,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01285,Didanosine,vMost-DILI-concern,scaffold:O=c1[nH]cnc2c1ncn2C1CCCO1,D,0.6809814884466612,0.519669564249701,4,0,5,0.7004973612244723,0.5602404314799528,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01323,Efavirenz,vMost-DILI-concern,scaffold:O=C1Nc2ccccc2C(C#CC2CC2)O1,D,0.6867164263669198,0.656339951601213,4,0,5,0.7309020079086852,0.5755801860403734,0,0.8,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00295,Disulfiram,vMost-DILI-concern,acyclic:0027,C,0.4669277909116774,0.334140561037831,3,2,5,0.5214585625512532,0.4632743122322244,0,0.6,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00634,Terbinafine hydrochloride,vMost-DILI-concern,scaffold:c1ccc2ccccc2c1,C,0.4672844404352639,0.3776214144513525,3,4,5,0.5198393339562898,0.45052037748771284,0,0.6,0.8,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01371,Fialuridine,vMost-DILI-concern,scaffold:O=c1ccn(C2CCCO2)c(=O)[nH]1,C,0.47999287649358796,0.4159215717251617,3,2,5,0.5236440884806022,0.45900811425408056,0,0.6,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00003,Mercaptopurine,vMost-DILI-concern,scaffold:S=c1nc[nH]c2nc[nH]c12,C,0.5017637076114354,0.4475454280870609,3,1,5,0.49676825231374816,0.4513527223465104,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00696,Isaxonine,vMost-DILI-concern,scaffold:c1cncnc1,C,0.5049546653717266,0.4058399479959064,3,1,5,0.5364338337744377,0.44881203711290907,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01254,Posaconazole,vMost-DILI-concern,scaffold:O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)C4)cc3)CC2)cc1,C,0.5053053719595421,0.4614043496657002,3,0,5,0.5168701116925983,0.4281614343896984,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01488,Levofloxacin,vMost-DILI-concern,scaffold:O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,C,0.5130484859124247,0.472724977706147,3,1,5,0.5446404539728729,0.4587536274908544,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00691,Tilbroquinol,vMost-DILI-concern,scaffold:c1ccc2ncccc2c1,C,0.5342882887041178,0.5061936621028686,3,0,5,0.5211256581825376,0.4393226119878836,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01250,Cyclofenil,vMost-DILI-concern,scaffold:c1ccc(C(=C2CCCCC2)c2ccccc2)cc1,C,0.5393279932479766,0.498388136672084,3,0,5,0.559003368057456,0.46861862866623616,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01034,Acarbose,vMost-DILI-concern,scaffold:C1=CC(NC2CCC(OC3CCCOC3)OC2)CCC1,C,0.5424591390587146,0.4085127910353798,3,1,5,0.5632474094041473,0.4625987692643716,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01574,Moxisylyte,vMost-DILI-concern,scaffold:c1ccccc1,C,0.5671727660203988,0.4895386861954595,3,0,5,0.5491940510918963,0.4380169080256727,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00696,Isaxonine,vMost-DILI-concern,scaffold:c1cncnc1,D,0.5766672455775577,0.4882650587328975,3,2,5,0.6445715197961344,0.5617880588265938,0,0.6,0.4,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01488,Levofloxacin,vMost-DILI-concern,scaffold:O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,D,0.6237344237338819,0.5654036131347744,3,2,5,0.6618233927561998,0.5665566058707829,0,0.6,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01611,Nomifensine,vMost-DILI-concern,scaffold:c1ccc(C2CNCc3ccccc32)cc1,B,0.6245753224087046,0.5357179226106548,3,3,5,0.6791048970774728,0.6445878457972569,0,0.6,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00223,Testosterone enanthate,vMost-DILI-concern,scaffold:O=C1C=C2CCC3C4CCCC4CCC3C2CC1,D,0.6529137426578399,0.5144139438038524,3,1,5,0.6660128383334607,0.5906859937405068,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00209,Cytarabine,vMost-DILI-concern,scaffold:O=c1ncccn1C1CCCO1,D,0.6540534149934443,0.5420340613548719,3,0,5,0.6719289750040637,0.5526850675385293,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00152,Tamoxifen citrate,vMost-DILI-concern,scaffold:C(=C(c1ccccc1)c1ccccc1)c1ccccc1,D,0.658353757827174,0.5783508825501754,3,0,5,0.6741049842624223,0.5760184008776955,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00045,Amineptine,vMost-DILI-concern,scaffold:c1ccc2c(c1)CCc1ccccc1C2,B,0.6598335248590226,0.6198897322791719,3,2,5,0.67486383343876,0.6613819173723732,0,0.6,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00700,Triacetyldiphenolisatin,vMost-DILI-concern,scaffold:O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1,D,0.661530164693586,0.5284358414873624,3,1,5,0.6669684105087733,0.5774707838181483,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT02216,Orlistat,vMost-DILI-concern,scaffold:O=C1CCO1,A,0.6674638533445847,0.5487998995815268,3,3,5,0.7002881514639621,0.6449316404237108,0,0.6,0.6,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00288,Dacarbazine,vMost-DILI-concern,scaffold:c1c[nH]cn1,D,0.6678877474078998,0.4590650371755897,3,1,5,0.6499835602835586,0.5832524609615394,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00280,Busulfan,vMost-DILI-concern,acyclic:0028,A,0.6694132643117904,0.5536114513375471,3,2,5,0.6899514450942728,0.656388995251133,0,0.6,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00694,Clomacran,vMost-DILI-concern,scaffold:c1ccc2c(c1)Cc1ccccc1N2,A,0.6739439693315309,0.6560957790772555,3,0,5,0.70810406183397,0.6449850331883491,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01342,Estramustine phosphate sodium,vMost-DILI-concern,scaffold:c1ccc2c(c1)CCC1C2CCC2CCCC21,A,0.6741000044291967,0.6361289481959751,3,0,5,0.7137574579111005,0.6479314054611839,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00461,Alatrofloxacin mesylate,vMost-DILI-concern,scaffold:O=c1ccn(-c2ccccc2)c2nc(N3CC4CC4C3)ccc12,A,0.6757638535942687,0.6408315915314297,3,0,5,0.6965037962222448,0.651029201583118,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00046,Amiodarone hydrochloride,vMost-DILI-concern,scaffold:O=C(c1ccccc1)c1coc2ccccc12,D,0.6761148427819633,0.6519733995259054,3,0,5,0.6753916481979123,0.5692123049832745,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01250,Cyclofenil,vMost-DILI-concern,scaffold:c1ccc(C(=C2CCCCC2)c2ccccc2)cc1,D,0.6796331630961001,0.5934604864847253,3,0,5,0.6600375022824709,0.5608201165460155,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00185,Clomipramine hydrochloride,vMost-DILI-concern,scaffold:c1ccc2c(c1)CCc1ccccc1N2,A,0.679761993929116,0.621460232686532,3,1,5,0.6938849842614588,0.6508026921060128,0,0.6,0.2,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01594,Nialamide,vMost-DILI-concern,scaffold:O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,A,0.6814667717870165,0.628362770909079,3,1,5,0.6828394949570348,0.6521530586266012,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01139,Atomoxetine hydrochloride,vMost-DILI-concern,scaffold:c1ccc(COc2ccccc2)cc1,A,0.6870158766908936,0.6637804994376396,3,0,5,0.701666419672542,0.6529445229513771,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00580,Methimazole,vMost-DILI-concern,scaffold:S=c1[nH]cc[nH]1,B,0.6878908974754403,0.6303139005879557,3,1,5,0.6800167459064127,0.6570714062374626,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00144,Stavudine,vMost-DILI-concern,scaffold:O=c1ccn(C2C=CCO2)c(=O)[nH]1,D,0.6938829040688901,0.5802733101485468,3,0,5,0.6977808504157703,0.5925414118949413,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00235,Oxymetholone,vMost-DILI-concern,scaffold:C=C1CC2C(CCC3C4CCCC4CCC23)CC1=O,D,0.6966440837180853,0.4395703781818455,3,1,5,0.6503376850231637,0.5756159183761356,0,0.6,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01323,Efavirenz,vMost-DILI-concern,scaffold:O=C1Nc2ccccc2C(C#CC2CC2)O1,A,0.7047324200021002,0.6792259810206209,3,0,5,0.6906391091015324,0.6461793274316239,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00040,Abacavir sulfate,vMost-DILI-concern,scaffold:C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1,B,0.7065963867776939,0.6597260329292398,3,0,5,0.6949113347457098,0.6576799753778926,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01285,Didanosine,vMost-DILI-concern,scaffold:O=c1[nH]cnc2c1ncn2C1CCCO1,A,0.7196925414038338,0.6954065865964886,3,0,5,0.7003566423496703,0.6546783783576857,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01874,Zimelidine,vMost-DILI-concern,scaffold:C=C(c1ccccc1)c1cccnc1,D,0.7199186199640217,0.5577058477001918,3,0,5,0.7186449277643607,0.553254460750202,0,0.6,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00227,Ticlopidine hydrochloride,vMost-DILI-concern,scaffold:c1ccc(CN2CCc3sccc3C2)cc1,B,0.7336076057655976,0.6802238145824955,3,0,5,0.7066449822300476,0.6621782415860844,0,0.6,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00649,Zileuton,vMost-DILI-concern,scaffold:c1ccc2sccc2c1,C,0.4996953329530811,0.4426148069409794,2,0,5,0.49314000718503764,0.4508406435521971,0,0.4,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01944,Telithromycin,vMost-DILI-concern,scaffold:O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)C2CC(=O)CCCC(OC2CCCCO2)C1,C,0.5284971593685656,0.4231435056474931,2,1,5,0.4965280762920151,0.4547763769396741,0,0.4,0.2,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00152,Tamoxifen citrate,vMost-DILI-concern,scaffold:C(=C(c1ccccc1)c1ccccc1)c1ccccc1,C,0.5340599753300996,0.4821651800100113,2,0,5,0.5246649749753256,0.448615014698514,0,0.4,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01407,Gemcitabine hydrochloride,vMost-DILI-concern,scaffold:O=c1ncccn1C1CCCO1,C,0.5369959786543339,0.4833877562106716,2,0,5,0.5206406419985722,0.4462617720765613,0,0.4,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00043,Allopurinol,vMost-DILI-concern,scaffold:O=c1[nH]cnc2[nH]ncc12,C,0.5414404271616957,0.4765648798348701,2,0,5,0.5113502813105233,0.44354740087737304,0,0.4,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00700,Triacetyldiphenolisatin,vMost-DILI-concern,scaffold:O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1,C,0.5445155204215948,0.4030143180301504,2,2,5,0.5618895268714723,0.4594508288140977,0,0.4,0.4,none,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00671,Dronedarone hydrochloride,vMost-DILI-concern,scaffold:O=C(c1ccccc1)c1coc2ccccc12,C,0.5493274959514298,0.5175211320526,2,0,5,0.5231095923512034,0.45127239233207994,0,0.4,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00690,Oxyphenisatin,vMost-DILI-concern,scaffold:O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1,C,0.5844014974170653,0.5454219219010402,2,0,5,0.5618895268714723,0.4594508288140977,0,0.4,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00155,Tizanidine hydrochloride,vMost-DILI-concern,scaffold:c1cc(NC2=NCCN2)c2nsnc2c1,C,0.5848658796727851,0.5474124955487731,2,0,5,0.5296733092212736,0.4496612600257084,0,0.4,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00092,Erythromycin estolate,vMost-DILI-concern,scaffold:O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,D,0.5869819401772712,0.5119844295679801,2,1,5,0.6186399806765384,0.5461396576937779,0,0.4,0.2,EXACT_PRODUCT_PARENT_RETAINED_NON_EQUIVALENT_SUFFIX_FALLBACK,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00040,Abacavir sulfate,vMost-DILI-concern,scaffold:C1=CC(n2cnc3c(NC4CC4)ncnc32)CC1,C,0.6053474537721083,0.5300329728046766,2,0,5,0.5650009785080771,0.4552122098771683,0,0.4,0.0,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00026,Methotrexate sodium,vMost-DILI-concern,scaffold:c1ccc(NCc2cnc3ncncc3n2)cc1,D,0.6195014331152138,0.543786138510382,2,2,5,0.5928509285215792,0.5479437723550853,0,0.4,0.4,PUBCHEM_ACTIVE_MOIETY_EQUIVALENCE_CONFIRMED,rules-applied-pending-independent-review,exact-name,unique-pubchem-name-result,compound-name-suffix-resolved-to-unique-or-exact-PubChem-active,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00240,Etodolac,vMost-DILI-concern,scaffold:c1ccc2c3c([nH]c2c1)COCC3,D,0.626913052549502,0.5667036971902292,2,0,5,0.6389823691124226,0.5556890682147535,0,0.4,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00560,Ibufenac,vMost-DILI-concern,scaffold:c1ccccc1,C,0.6274814974804312,0.4870488550075541,2,0,5,0.5491940510918963,0.4380169080256727,0,0.4,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT00693,Aplaviroc,vMost-DILI-concern,scaffold:O=C1NC2(CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)C(=O)NC1CC1CCCCC1,C,0.6347773182286612,0.5715801339297482,2,0,5,0.5932581320252286,0.4555190198394318,0,0.4,0.0,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
LT01202,Bortezomib,vMost-DILI-concern,scaffold:O=C(NCCc1ccccc1)c1cnccn1,A,0.6563396608442907,0.6201207380824448,2,2,5,0.6639499905943218,0.6477087958879679,0,0.4,0.4,none,rules-applied-pending-independent-review,exact-name,exact-title-among-candidates,not applicable,Outer-fold out-of-fold prediction; molecule and its chemical group were absent from that fit.,Not available in the locked DILIrank source; no post hoc class was inferred.
